Phase,Duration (s),Start,End,Gapped
<A>,59,2026-02-25T04:19:36+13:00[Pacific/Auckland],2026-02-25T04:20:35+13:00[Pacific/Auckland],Yes
C,13,2026-02-25T04:20:35+13:00[Pacific/Auckland],2026-02-25T04:20:48+13:00[Pacific/Auckland],Yes
<A>,108,2026-02-25T04:20:48+13:00[Pacific/Auckland],2026-02-25T04:22:36+13:00[Pacific/Auckland],Yes
C,12,2026-02-25T04:22:36+13:00[Pacific/Auckland],2026-02-25T04:22:48+13:00[Pacific/Auckland],Yes
<A>,166,2026-02-25T04:22:48+13:00[Pacific/Auckland],2026-02-25T04:25:34+13:00[Pacific/Auckland],
B,17,2026-02-25T04:25:34+13:00[Pacific/Auckland],2026-02-25T04:25:51+13:00[Pacific/Auckland],Yes
<A>,213,2026-02-25T04:25:51+13:00[Pacific/Auckland],2026-02-25T04:29:24+13:00[Pacific/Auckland],Yes
D,17,2026-02-25T04:29:24+13:00[Pacific/Auckland],2026-02-25T04:29:41+13:00[Pacific/Auckland],Yes
<A>,301,2026-02-25T04:29:41+13:00[Pacific/Auckland],2026-02-25T04:34:42+13:00[Pacific/Auckland],
B,16,2026-02-25T04:34:42+13:00[Pacific/Auckland],2026-02-25T04:34:58+13:00[Pacific/Auckland],Yes
D,16,2026-02-25T04:34:58+13:00[Pacific/Auckland],2026-02-25T04:35:14+13:00[Pacific/Auckland],Yes
<A>,154,2026-02-25T04:35:14+13:00[Pacific/Auckland],2026-02-25T04:37:48+13:00[Pacific/Auckland],
B,16,2026-02-25T04:37:48+13:00[Pacific/Auckland],2026-02-25T04:38:04+13:00[Pacific/Auckland],Yes
<A>,55,2026-02-25T04:38:04+13:00[Pacific/Auckland],2026-02-25T04:38:59+13:00[Pacific/Auckland],Yes
C,13,2026-02-25T04:38:59+13:00[Pacific/Auckland],2026-02-25T04:39:12+13:00[Pacific/Auckland],Yes
<A>,354,2026-02-25T04:39:12+13:00[Pacific/Auckland],2026-02-25T04:45:06+13:00[Pacific/Auckland],
B,16,2026-02-25T04:45:06+13:00[Pacific/Auckland],2026-02-25T04:45:22+13:00[Pacific/Auckland],Yes
C,17,2026-02-25T04:45:22+13:00[Pacific/Auckland],2026-02-25T04:45:39+13:00[Pacific/Auckland],Yes
<A>,170,2026-02-25T04:45:39+13:00[Pacific/Auckland],2026-02-25T04:48:29+13:00[Pacific/Auckland],
B,16,2026-02-25T04:48:29+13:00[Pacific/Auckland],2026-02-25T04:48:45+13:00[Pacific/Auckland],Yes
C,17,2026-02-25T04:48:45+13:00[Pacific/Auckland],2026-02-25T04:49:02+13:00[Pacific/Auckland],Yes
<A>,47,2026-02-25T04:49:02+13:00[Pacific/Auckland],2026-02-25T04:49:49+13:00[Pacific/Auckland],Yes
C,34,2026-02-25T04:49:49+13:00[Pacific/Auckland],2026-02-25T04:50:23+13:00[Pacific/Auckland],Yes
<A>,43,2026-02-25T04:50:23+13:00[Pacific/Auckland],2026-02-25T04:51:06+13:00[Pacific/Auckland],Yes
C,12,2026-02-25T04:51:06+13:00[Pacific/Auckland],2026-02-25T04:51:18+13:00[Pacific/Auckland],Yes
<A>,127,2026-02-25T04:51:18+13:00[Pacific/Auckland],2026-02-25T04:53:25+13:00[Pacific/Auckland],
B,16,2026-02-25T04:53:25+13:00[Pacific/Auckland],2026-02-25T04:53:41+13:00[Pacific/Auckland],Yes
C,19,2026-02-25T04:53:41+13:00[Pacific/Auckland],2026-02-25T04:54:00+13:00[Pacific/Auckland],Yes
<A>,22,2026-02-25T04:54:00+13:00[Pacific/Auckland],2026-02-25T04:54:22+13:00[Pacific/Auckland],Yes
C,13,2026-02-25T04:54:22+13:00[Pacific/Auckland],2026-02-25T04:54:35+13:00[Pacific/Auckland],Yes
<A>,437,2026-02-25T04:54:35+13:00[Pacific/Auckland],2026-02-25T05:01:52+13:00[Pacific/Auckland],
B,19,2026-02-25T05:01:52+13:00[Pacific/Auckland],2026-02-25T05:02:11+13:00[Pacific/Auckland],Yes
D,19,2026-02-25T05:02:11+13:00[Pacific/Auckland],2026-02-25T05:02:30+13:00[Pacific/Auckland],Yes
<A>,11,2026-02-25T05:02:30+13:00[Pacific/Auckland],2026-02-25T05:02:41+13:00[Pacific/Auckland],Yes
B,17,2026-02-25T05:02:41+13:00[Pacific/Auckland],2026-02-25T05:02:58+13:00[Pacific/Auckland],Yes
C,16,2026-02-25T05:02:58+13:00[Pacific/Auckland],2026-02-25T05:03:14+13:00[Pacific/Auckland],Yes
D,16,2026-02-25T05:03:14+13:00[Pacific/Auckland],2026-02-25T05:03:30+13:00[Pacific/Auckland],Yes
<A>,13,2026-02-25T05:03:30+13:00[Pacific/Auckland],2026-02-25T05:03:43+13:00[Pacific/Auckland],Yes
D,17,2026-02-25T05:03:43+13:00[Pacific/Auckland],2026-02-25T05:04:00+13:00[Pacific/Auckland],Yes
<A>,115,2026-02-25T05:04:00+13:00[Pacific/Auckland],2026-02-25T05:05:55+13:00[Pacific/Auckland],Yes
C,13,2026-02-25T05:05:55+13:00[Pacific/Auckland],2026-02-25T05:06:08+13:00[Pacific/Auckland],Yes
<A>,131,2026-02-25T05:06:08+13:00[Pacific/Auckland],2026-02-25T05:08:19+13:00[Pacific/Auckland],
B,16,2026-02-25T05:08:19+13:00[Pacific/Auckland],2026-02-25T05:08:35+13:00[Pacific/Auckland],Yes
C,17,2026-02-25T05:08:35+13:00[Pacific/Auckland],2026-02-25T05:08:52+13:00[Pacific/Auckland],Yes
<A>,368,2026-02-25T05:08:52+13:00[Pacific/Auckland],2026-02-25T05:15:00+13:00[Pacific/Auckland],
B,16,2026-02-25T05:15:00+13:00[Pacific/Auckland],2026-02-25T05:15:16+13:00[Pacific/Auckland],Yes
C,17,2026-02-25T05:15:16+13:00[Pacific/Auckland],2026-02-25T05:15:33+13:00[Pacific/Auckland],Yes
D,16,2026-02-25T05:15:33+13:00[Pacific/Auckland],2026-02-25T05:15:49+13:00[Pacific/Auckland],Yes
<A>,19,2026-02-25T05:15:49+13:00[Pacific/Auckland],2026-02-25T05:16:08+13:00[Pacific/Auckland],Yes
C,12,2026-02-25T05:16:08+13:00[Pacific/Auckland],2026-02-25T05:16:20+13:00[Pacific/Auckland],Yes
<A>,94,2026-02-25T05:16:20+13:00[Pacific/Auckland],2026-02-25T05:17:54+13:00[Pacific/Auckland],
B,16,2026-02-25T05:17:54+13:00[Pacific/Auckland],2026-02-25T05:18:10+13:00[Pacific/Auckland],Yes
<A>,98,2026-02-25T05:18:10+13:00[Pacific/Auckland],2026-02-25T05:19:48+13:00[Pacific/Auckland],
B,16,2026-02-25T05:19:48+13:00[Pacific/Auckland],2026-02-25T05:20:04+13:00[Pacific/Auckland],Yes
<A>,53,2026-02-25T05:20:04+13:00[Pacific/Auckland],2026-02-25T05:20:57+13:00[Pacific/Auckland],Yes
C,20,2026-02-25T05:20:57+13:00[Pacific/Auckland],2026-02-25T05:21:17+13:00[Pacific/Auckland],Yes
<A>,21,2026-02-25T05:21:17+13:00[Pacific/Auckland],2026-02-25T05:21:38+13:00[Pacific/Auckland],
B,16,2026-02-25T05:21:38+13:00[Pacific/Auckland],2026-02-25T05:21:54+13:00[Pacific/Auckland],Yes
C,17,2026-02-25T05:21:54+13:00[Pacific/Auckland],2026-02-25T05:22:11+13:00[Pacific/Auckland],Yes
<A>,13,2026-02-25T05:22:11+13:00[Pacific/Auckland],2026-02-25T05:22:24+13:00[Pacific/Auckland],Yes
C,12,2026-02-25T05:22:24+13:00[Pacific/Auckland],2026-02-25T05:22:36+13:00[Pacific/Auckland],Yes
<A>,12,2026-02-25T05:22:36+13:00[Pacific/Auckland],2026-02-25T05:22:48+13:00[Pacific/Auckland],Yes
C,14,2026-02-25T05:22:48+13:00[Pacific/Auckland],2026-02-25T05:23:02+13:00[Pacific/Auckland],Yes
<A>,33,2026-02-25T05:23:02+13:00[Pacific/Auckland],2026-02-25T05:23:35+13:00[Pacific/Auckland],Yes
C,12,2026-02-25T05:23:35+13:00[Pacific/Auckland],2026-02-25T05:23:47+13:00[Pacific/Auckland],Yes
<A>,80,2026-02-25T05:23:47+13:00[Pacific/Auckland],2026-02-25T05:25:07+13:00[Pacific/Auckland],
B,16,2026-02-25T05:25:07+13:00[Pacific/Auckland],2026-02-25T05:25:23+13:00[Pacific/Auckland],Yes
C,17,2026-02-25T05:25:23+13:00[Pacific/Auckland],2026-02-25T05:25:40+13:00[Pacific/Auckland],Yes
<A>,16,2026-02-25T05:25:40+13:00[Pacific/Auckland],2026-02-25T05:25:56+13:00[Pacific/Auckland],Yes
C,13,2026-02-25T05:25:56+13:00[Pacific/Auckland],2026-02-25T05:26:09+13:00[Pacific/Auckland],Yes
<A>,11,2026-02-25T05:26:09+13:00[Pacific/Auckland],2026-02-25T05:26:20+13:00[Pacific/Auckland],Yes
B,17,2026-02-25T05:26:20+13:00[Pacific/Auckland],2026-02-25T05:26:37+13:00[Pacific/Auckland],Yes
D,15,2026-02-25T05:26:37+13:00[Pacific/Auckland],2026-02-25T05:26:52+13:00[Pacific/Auckland],Yes
<A>,28,2026-02-25T05:26:52+13:00[Pacific/Auckland],2026-02-25T05:27:20+13:00[Pacific/Auckland],Yes
C,14,2026-02-25T05:27:20+13:00[Pacific/Auckland],2026-02-25T05:27:34+13:00[Pacific/Auckland],Yes
<A>,24,2026-02-25T05:27:34+13:00[Pacific/Auckland],2026-02-25T05:27:58+13:00[Pacific/Auckland],
B,16,2026-02-25T05:27:58+13:00[Pacific/Auckland],2026-02-25T05:28:14+13:00[Pacific/Auckland],Yes
<A>,49,2026-02-25T05:28:14+13:00[Pacific/Auckland],2026-02-25T05:29:03+13:00[Pacific/Auckland],Yes
C,30,2026-02-25T05:29:03+13:00[Pacific/Auckland],2026-02-25T05:29:33+13:00[Pacific/Auckland],Yes
<A>,111,2026-02-25T05:29:33+13:00[Pacific/Auckland],2026-02-25T05:31:24+13:00[Pacific/Auckland],Yes
C,13,2026-02-25T05:31:24+13:00[Pacific/Auckland],2026-02-25T05:31:37+13:00[Pacific/Auckland],Yes
<A>,45,2026-02-25T05:31:37+13:00[Pacific/Auckland],2026-02-25T05:32:22+13:00[Pacific/Auckland],Yes
C,13,2026-02-25T05:32:22+13:00[Pacific/Auckland],2026-02-25T05:32:35+13:00[Pacific/Auckland],Yes
<A>,138,2026-02-25T05:32:35+13:00[Pacific/Auckland],2026-02-25T05:34:53+13:00[Pacific/Auckland],
B,16,2026-02-25T05:34:53+13:00[Pacific/Auckland],2026-02-25T05:35:09+13:00[Pacific/Auckland],Yes
<A>,14,2026-02-25T05:35:09+13:00[Pacific/Auckland],2026-02-25T05:35:23+13:00[Pacific/Auckland],Yes
C,12,2026-02-25T05:35:23+13:00[Pacific/Auckland],2026-02-25T05:35:35+13:00[Pacific/Auckland],Yes
<A>,13,2026-02-25T05:35:35+13:00[Pacific/Auckland],2026-02-25T05:35:48+13:00[Pacific/Auckland],Yes
C,13,2026-02-25T05:35:48+13:00[Pacific/Auckland],2026-02-25T05:36:01+13:00[Pacific/Auckland],Yes
<A>,21,2026-02-25T05:36:01+13:00[Pacific/Auckland],2026-02-25T05:36:22+13:00[Pacific/Auckland],Yes
C,14,2026-02-25T05:36:22+13:00[Pacific/Auckland],2026-02-25T05:36:36+13:00[Pacific/Auckland],Yes
<A>,39,2026-02-25T05:36:36+13:00[Pacific/Auckland],2026-02-25T05:37:15+13:00[Pacific/Auckland],Yes
C,12,2026-02-25T05:37:15+13:00[Pacific/Auckland],2026-02-25T05:37:27+13:00[Pacific/Auckland],Yes
<A>,67,2026-02-25T05:37:27+13:00[Pacific/Auckland],2026-02-25T05:38:34+13:00[Pacific/Auckland],
B,16,2026-02-25T05:38:34+13:00[Pacific/Auckland],2026-02-25T05:38:50+13:00[Pacific/Auckland],Yes
C,17,2026-02-25T05:38:50+13:00[Pacific/Auckland],2026-02-25T05:39:07+13:00[Pacific/Auckland],Yes
<A>,11,2026-02-25T05:39:07+13:00[Pacific/Auckland],2026-02-25T05:39:18+13:00[Pacific/Auckland],Yes
C,12,2026-02-25T05:39:18+13:00[Pacific/Auckland],2026-02-25T05:39:30+13:00[Pacific/Auckland],Yes
<A>,23,2026-02-25T05:39:30+13:00[Pacific/Auckland],2026-02-25T05:39:53+13:00[Pacific/Auckland],
B,16,2026-02-25T05:39:53+13:00[Pacific/Auckland],2026-02-25T05:40:09+13:00[Pacific/Auckland],Yes
D,16,2026-02-25T05:40:09+13:00[Pacific/Auckland],2026-02-25T05:40:25+13:00[Pacific/Auckland],Yes
<A>,11,2026-02-25T05:40:25+13:00[Pacific/Auckland],2026-02-25T05:40:36+13:00[Pacific/Auckland],Yes
B,17,2026-02-25T05:40:36+13:00[Pacific/Auckland],2026-02-25T05:40:53+13:00[Pacific/Auckland],Yes
C,16,2026-02-25T05:40:53+13:00[Pacific/Auckland],2026-02-25T05:41:09+13:00[Pacific/Auckland],Yes
<A>,48,2026-02-25T05:41:09+13:00[Pacific/Auckland],2026-02-25T05:41:57+13:00[Pacific/Auckland],Yes
C,13,2026-02-25T05:41:57+13:00[Pacific/Auckland],2026-02-25T05:42:10+13:00[Pacific/Auckland],Yes
<A>,31,2026-02-25T05:42:10+13:00[Pacific/Auckland],2026-02-25T05:42:41+13:00[Pacific/Auckland],
B,16,2026-02-25T05:42:41+13:00[Pacific/Auckland],2026-02-25T05:42:57+13:00[Pacific/Auckland],Yes
C,17,2026-02-25T05:42:57+13:00[Pacific/Auckland],2026-02-25T05:43:14+13:00[Pacific/Auckland],Yes
<A>,18,2026-02-25T05:43:14+13:00[Pacific/Auckland],2026-02-25T05:43:32+13:00[Pacific/Auckland],Yes
C,16,2026-02-25T05:43:32+13:00[Pacific/Auckland],2026-02-25T05:43:48+13:00[Pacific/Auckland],Yes
<A>,33,2026-02-25T05:43:48+13:00[Pacific/Auckland],2026-02-25T05:44:21+13:00[Pacific/Auckland],
B,16,2026-02-25T05:44:21+13:00[Pacific/Auckland],2026-02-25T05:44:37+13:00[Pacific/Auckland],Yes
D,16,2026-02-25T05:44:37+13:00[Pacific/Auckland],2026-02-25T05:44:53+13:00[Pacific/Auckland],Yes
<A>,32,2026-02-25T05:44:53+13:00[Pacific/Auckland],2026-02-25T05:45:25+13:00[Pacific/Auckland],Yes
C,19,2026-02-25T05:45:25+13:00[Pacific/Auckland],2026-02-25T05:45:44+13:00[Pacific/Auckland],Yes
<A>,15,2026-02-25T05:45:44+13:00[Pacific/Auckland],2026-02-25T05:45:59+13:00[Pacific/Auckland],Yes
C,13,2026-02-25T05:45:59+13:00[Pacific/Auckland],2026-02-25T05:46:12+13:00[Pacific/Auckland],Yes
<A>,42,2026-02-25T05:46:12+13:00[Pacific/Auckland],2026-02-25T05:46:54+13:00[Pacific/Auckland],Yes
B,16,2026-02-25T05:46:54+13:00[Pacific/Auckland],2026-02-25T05:47:10+13:00[Pacific/Auckland],Yes
<A>,58,2026-02-25T05:47:10+13:00[Pacific/Auckland],2026-02-25T05:48:08+13:00[Pacific/Auckland],Yes
B,16,2026-02-25T05:48:08+13:00[Pacific/Auckland],2026-02-25T05:48:24+13:00[Pacific/Auckland],Yes
<A>,13,2026-02-25T05:48:24+13:00[Pacific/Auckland],2026-02-25T05:48:37+13:00[Pacific/Auckland],Yes
C,13,2026-02-25T05:48:37+13:00[Pacific/Auckland],2026-02-25T05:48:50+13:00[Pacific/Auckland],Yes
<A>,11,2026-02-25T05:48:50+13:00[Pacific/Auckland],2026-02-25T05:49:01+13:00[Pacific/Auckland],Yes
D,17,2026-02-25T05:49:01+13:00[Pacific/Auckland],2026-02-25T05:49:18+13:00[Pacific/Auckland],Yes
<A>,11,2026-02-25T05:49:18+13:00[Pacific/Auckland],2026-02-25T05:49:29+13:00[Pacific/Auckland],Yes
C,18,2026-02-25T05:49:29+13:00[Pacific/Auckland],2026-02-25T05:49:47+13:00[Pacific/Auckland],Yes
<A>,33,2026-02-25T05:49:47+13:00[Pacific/Auckland],2026-02-25T05:50:20+13:00[Pacific/Auckland],Yes
C,16,2026-02-25T05:50:20+13:00[Pacific/Auckland],2026-02-25T05:50:36+13:00[Pacific/Auckland],Yes
<A>,45,2026-02-25T05:50:36+13:00[Pacific/Auckland],2026-02-25T05:51:21+13:00[Pacific/Auckland],
B,16,2026-02-25T05:51:21+13:00[Pacific/Auckland],2026-02-25T05:51:37+13:00[Pacific/Auckland],Yes
C,17,2026-02-25T05:51:37+13:00[Pacific/Auckland],2026-02-25T05:51:54+13:00[Pacific/Auckland],Yes
<A>,11,2026-02-25T05:51:54+13:00[Pacific/Auckland],2026-02-25T05:52:05+13:00[Pacific/Auckland],Yes
D,16,2026-02-25T05:52:05+13:00[Pacific/Auckland],2026-02-25T05:52:21+13:00[Pacific/Auckland],Yes
<A>,11,2026-02-25T05:52:21+13:00[Pacific/Auckland],2026-02-25T05:52:32+13:00[Pacific/Auckland],Yes
C,16,2026-02-25T05:52:32+13:00[Pacific/Auckland],2026-02-25T05:52:48+13:00[Pacific/Auckland],Yes
<A>,35,2026-02-25T05:52:48+13:00[Pacific/Auckland],2026-02-25T05:53:23+13:00[Pacific/Auckland],
B,16,2026-02-25T05:53:23+13:00[Pacific/Auckland],2026-02-25T05:53:39+13:00[Pacific/Auckland],Yes
C,17,2026-02-25T05:53:39+13:00[Pacific/Auckland],2026-02-25T05:53:56+13:00[Pacific/Auckland],Yes
<A>,18,2026-02-25T05:53:56+13:00[Pacific/Auckland],2026-02-25T05:54:14+13:00[Pacific/Auckland],Yes
B,20,2026-02-25T05:54:14+13:00[Pacific/Auckland],2026-02-25T05:54:34+13:00[Pacific/Auckland],Yes
<A>,17,2026-02-25T05:54:34+13:00[Pacific/Auckland],2026-02-25T05:54:51+13:00[Pacific/Auckland],Yes
B,16,2026-02-25T05:54:51+13:00[Pacific/Auckland],2026-02-25T05:55:07+13:00[Pacific/Auckland],Yes
<A>,11,2026-02-25T05:55:07+13:00[Pacific/Auckland],2026-02-25T05:55:18+13:00[Pacific/Auckland],Yes
C,12,2026-02-25T05:55:18+13:00[Pacific/Auckland],2026-02-25T05:55:30+13:00[Pacific/Auckland],Yes
<A>,34,2026-02-25T05:55:30+13:00[Pacific/Auckland],2026-02-25T05:56:04+13:00[Pacific/Auckland],Yes
C,12,2026-02-25T05:56:04+13:00[Pacific/Auckland],2026-02-25T05:56:16+13:00[Pacific/Auckland],Yes
<A>,28,2026-02-25T05:56:16+13:00[Pacific/Auckland],2026-02-25T05:56:44+13:00[Pacific/Auckland],
B,16,2026-02-25T05:56:44+13:00[Pacific/Auckland],2026-02-25T05:57:00+13:00[Pacific/Auckland],Yes
D,16,2026-02-25T05:57:00+13:00[Pacific/Auckland],2026-02-25T05:57:16+13:00[Pacific/Auckland],Yes
<A>,11,2026-02-25T05:57:16+13:00[Pacific/Auckland],2026-02-25T05:57:27+13:00[Pacific/Auckland],Yes
B,17,2026-02-25T05:57:27+13:00[Pacific/Auckland],2026-02-25T05:57:44+13:00[Pacific/Auckland],Yes
D,15,2026-02-25T05:57:44+13:00[Pacific/Auckland],2026-02-25T05:57:59+13:00[Pacific/Auckland],Yes
<A>,11,2026-02-25T05:57:59+13:00[Pacific/Auckland],2026-02-25T05:58:10+13:00[Pacific/Auckland],Yes
B,17,2026-02-25T05:58:10+13:00[Pacific/Auckland],2026-02-25T05:58:27+13:00[Pacific/Auckland],Yes
C,16,2026-02-25T05:58:27+13:00[Pacific/Auckland],2026-02-25T05:58:43+13:00[Pacific/Auckland],Yes
<A>,97,2026-02-25T05:58:43+13:00[Pacific/Auckland],2026-02-25T06:00:20+13:00[Pacific/Auckland],
B,16,2026-02-25T06:00:20+13:00[Pacific/Auckland],2026-02-25T06:00:36+13:00[Pacific/Auckland],Yes
D,16,2026-02-25T06:00:36+13:00[Pacific/Auckland],2026-02-25T06:00:52+13:00[Pacific/Auckland],Yes
<A>,11,2026-02-25T06:00:52+13:00[Pacific/Auckland],2026-02-25T06:01:03+13:00[Pacific/Auckland],Yes
B,17,2026-02-25T06:01:03+13:00[Pacific/Auckland],2026-02-25T06:01:20+13:00[Pacific/Auckland],Yes
C,16,2026-02-25T06:01:20+13:00[Pacific/Auckland],2026-02-25T06:01:36+13:00[Pacific/Auckland],Yes
<A>,50,2026-02-25T06:01:36+13:00[Pacific/Auckland],2026-02-25T06:02:26+13:00[Pacific/Auckland],Yes
C,12,2026-02-25T06:02:26+13:00[Pacific/Auckland],2026-02-25T06:02:38+13:00[Pacific/Auckland],Yes
<A>,85,2026-02-25T06:02:38+13:00[Pacific/Auckland],2026-02-25T06:04:03+13:00[Pacific/Auckland],
B,16,2026-02-25T06:04:03+13:00[Pacific/Auckland],2026-02-25T06:04:19+13:00[Pacific/Auckland],Yes
C,17,2026-02-25T06:04:19+13:00[Pacific/Auckland],2026-02-25T06:04:36+13:00[Pacific/Auckland],Yes
<A>,17,2026-02-25T06:04:36+13:00[Pacific/Auckland],2026-02-25T06:04:53+13:00[Pacific/Auckland],Yes
C,13,2026-02-25T06:04:53+13:00[Pacific/Auckland],2026-02-25T06:05:06+13:00[Pacific/Auckland],Yes
<A>,24,2026-02-25T06:05:06+13:00[Pacific/Auckland],2026-02-25T06:05:30+13:00[Pacific/Auckland],
B,16,2026-02-25T06:05:30+13:00[Pacific/Auckland],2026-02-25T06:05:46+13:00[Pacific/Auckland],Yes
<A>,20,2026-02-25T06:05:46+13:00[Pacific/Auckland],2026-02-25T06:06:06+13:00[Pacific/Auckland],Yes
C,17,2026-02-25T06:06:06+13:00[Pacific/Auckland],2026-02-25T06:06:23+13:00[Pacific/Auckland],Yes
<A>,17,2026-02-25T06:06:23+13:00[Pacific/Auckland],2026-02-25T06:06:40+13:00[Pacific/Auckland],Yes
C,13,2026-02-25T06:06:40+13:00[Pacific/Auckland],2026-02-25T06:06:53+13:00[Pacific/Auckland],Yes
<A>,20,2026-02-25T06:06:53+13:00[Pacific/Auckland],2026-02-25T06:07:13+13:00[Pacific/Auckland],Yes
D,17,2026-02-25T06:07:13+13:00[Pacific/Auckland],2026-02-25T06:07:30+13:00[Pacific/Auckland],Yes
<A>,30,2026-02-25T06:07:30+13:00[Pacific/Auckland],2026-02-25T06:08:00+13:00[Pacific/Auckland],
B,17,2026-02-25T06:08:00+13:00[Pacific/Auckland],2026-02-25T06:08:17+13:00[Pacific/Auckland],Yes
<A>,48,2026-02-25T06:08:17+13:00[Pacific/Auckland],2026-02-25T06:09:05+13:00[Pacific/Auckland],Yes
C,16,2026-02-25T06:09:05+13:00[Pacific/Auckland],2026-02-25T06:09:21+13:00[Pacific/Auckland],Yes
<A>,51,2026-02-25T06:09:21+13:00[Pacific/Auckland],2026-02-25T06:10:12+13:00[Pacific/Auckland],
B,16,2026-02-25T06:10:12+13:00[Pacific/Auckland],2026-02-25T06:10:28+13:00[Pacific/Auckland],Yes
C,17,2026-02-25T06:10:28+13:00[Pacific/Auckland],2026-02-25T06:10:45+13:00[Pacific/Auckland],Yes
<A>,14,2026-02-25T06:10:45+13:00[Pacific/Auckland],2026-02-25T06:10:59+13:00[Pacific/Auckland],Yes
C,16,2026-02-25T06:10:59+13:00[Pacific/Auckland],2026-02-25T06:11:15+13:00[Pacific/Auckland],Yes
<A>,34,2026-02-25T06:11:15+13:00[Pacific/Auckland],2026-02-25T06:11:49+13:00[Pacific/Auckland],
B,17,2026-02-25T06:11:49+13:00[Pacific/Auckland],2026-02-25T06:12:06+13:00[Pacific/Auckland],Yes
<A>,11,2026-02-25T06:12:06+13:00[Pacific/Auckland],2026-02-25T06:12:17+13:00[Pacific/Auckland],Yes
C,14,2026-02-25T06:12:17+13:00[Pacific/Auckland],2026-02-25T06:12:31+13:00[Pacific/Auckland],Yes
<A>,11,2026-02-25T06:12:31+13:00[Pacific/Auckland],2026-02-25T06:12:42+13:00[Pacific/Auckland],Yes
C,13,2026-02-25T06:12:42+13:00[Pacific/Auckland],2026-02-25T06:12:55+13:00[Pacific/Auckland],Yes
<A>,13,2026-02-25T06:12:55+13:00[Pacific/Auckland],2026-02-25T06:13:08+13:00[Pacific/Auckland],Yes
C,13,2026-02-25T06:13:08+13:00[Pacific/Auckland],2026-02-25T06:13:21+13:00[Pacific/Auckland],Yes
<A>,67,2026-02-25T06:13:21+13:00[Pacific/Auckland],2026-02-25T06:14:28+13:00[Pacific/Auckland],
B,16,2026-02-25T06:14:28+13:00[Pacific/Auckland],2026-02-25T06:14:44+13:00[Pacific/Auckland],Yes
C,17,2026-02-25T06:14:44+13:00[Pacific/Auckland],2026-02-25T06:15:01+13:00[Pacific/Auckland],Yes
<A>,74,2026-02-25T06:15:01+13:00[Pacific/Auckland],2026-02-25T06:16:15+13:00[Pacific/Auckland],
B,16,2026-02-25T06:16:15+13:00[Pacific/Auckland],2026-02-25T06:16:31+13:00[Pacific/Auckland],Yes
<A>,16,2026-02-25T06:16:31+13:00[Pacific/Auckland],2026-02-25T06:16:47+13:00[Pacific/Auckland],Yes
D,21,2026-02-25T06:16:47+13:00[Pacific/Auckland],2026-02-25T06:17:08+13:00[Pacific/Auckland],Yes
<A>,11,2026-02-25T06:17:08+13:00[Pacific/Auckland],2026-02-25T06:17:19+13:00[Pacific/Auckland],Yes
B,17,2026-02-25T06:17:19+13:00[Pacific/Auckland],2026-02-25T06:17:36+13:00[Pacific/Auckland],Yes
C,17,2026-02-25T06:17:36+13:00[Pacific/Auckland],2026-02-25T06:17:53+13:00[Pacific/Auckland],Yes
<A>,85,2026-02-25T06:17:53+13:00[Pacific/Auckland],2026-02-25T06:19:18+13:00[Pacific/Auckland],
B,16,2026-02-25T06:19:18+13:00[Pacific/Auckland],2026-02-25T06:19:34+13:00[Pacific/Auckland],Yes
C,17,2026-02-25T06:19:34+13:00[Pacific/Auckland],2026-02-25T06:19:51+13:00[Pacific/Auckland],Yes
<A>,35,2026-02-25T06:19:51+13:00[Pacific/Auckland],2026-02-25T06:20:26+13:00[Pacific/Auckland],Yes
C,13,2026-02-25T06:20:26+13:00[Pacific/Auckland],2026-02-25T06:20:39+13:00[Pacific/Auckland],Yes
<A>,24,2026-02-25T06:20:39+13:00[Pacific/Auckland],2026-02-25T06:21:03+13:00[Pacific/Auckland],
B,16,2026-02-25T06:21:03+13:00[Pacific/Auckland],2026-02-25T06:21:19+13:00[Pacific/Auckland],Yes
<A>,15,2026-02-25T06:21:19+13:00[Pacific/Auckland],2026-02-25T06:21:34+13:00[Pacific/Auckland],Yes
C,12,2026-02-25T06:21:34+13:00[Pacific/Auckland],2026-02-25T06:21:46+13:00[Pacific/Auckland],Yes
<A>,36,2026-02-25T06:21:46+13:00[Pacific/Auckland],2026-02-25T06:22:22+13:00[Pacific/Auckland],
B,16,2026-02-25T06:22:22+13:00[Pacific/Auckland],2026-02-25T06:22:38+13:00[Pacific/Auckland],Yes
<A>,16,2026-02-25T06:22:38+13:00[Pacific/Auckland],2026-02-25T06:22:54+13:00[Pacific/Auckland],Yes
D,17,2026-02-25T06:22:54+13:00[Pacific/Auckland],2026-02-25T06:23:11+13:00[Pacific/Auckland],Yes
<A>,25,2026-02-25T06:23:11+13:00[Pacific/Auckland],2026-02-25T06:23:36+13:00[Pacific/Auckland],Yes
B,16,2026-02-25T06:23:36+13:00[Pacific/Auckland],2026-02-25T06:23:52+13:00[Pacific/Auckland],Yes
C,17,2026-02-25T06:23:52+13:00[Pacific/Auckland],2026-02-25T06:24:09+13:00[Pacific/Auckland],Yes
<A>,52,2026-02-25T06:24:09+13:00[Pacific/Auckland],2026-02-25T06:25:01+13:00[Pacific/Auckland],Yes
C,13,2026-02-25T06:25:01+13:00[Pacific/Auckland],2026-02-25T06:25:14+13:00[Pacific/Auckland],Yes
<A>,44,2026-02-25T06:25:14+13:00[Pacific/Auckland],2026-02-25T06:25:58+13:00[Pacific/Auckland],
